"item_id","user_id","rating","timestamp","gender","category","brand","year","month","quantity","unitprice","unit_cost","region","amount","profit_margin"
"129","4157","3","1641456000","Female","Wearable Technology","Bose","2018","7","4","134","192.86","South","536","-235.44"
"130","1232","3","1641459600","Male","Wearable Technology","Archos","2018","9","1","385","29.17","South","385","355.83"
"131","3324","1","1641463200","Male","Computers","EINCAR","2017","7","2","451","146.79","North","902","608.42"
"132","3034","1","1641466800","Female","Security","Logitech","2015","3","3","269","63.84","South","807","615.48"
"133","1737","3","1641470400","Male","Wearable Technology","Logitech","2017","7","4","137","91.98","North","548","180.08"
"134","3399","5","1641474000","Male","Headphones","Bose","2016","7","3","233","150.52","North","699","247.44"
"135","2220","2","1641477600","Male","Headphones","Bose","2017","8","4","340","90.96","South","1360","996.16"
"136","3504","2","1641481200","Female","Security","EINCAR","2016","3","3","61","11.18","North","183","149.46"
"137","1658","5","1641484800","Female","Computers","Bose","2015","7","4","122","209.41","East","488","-349.64"
"138","2925","3","1641488400","Female","Computers","Archos","2018","11","4","213","100.77","South","852","448.92"
"139","4543","5","1641492000","Male","Security","Archos","2017","1","2","140","65.69","East","280","148.62"
"140","4723","1","1641495600","Male","Computers","Archos","2017","6","3","298","160.44","North","894","412.68"
"141","3938","5","1641499200","Female","Wearable Technology","Sony","2017","10","2","375","23.99","East","750","702.02"
"142","3471","1","1641502800","Male","Cameras","Logitech","2015","4","3","38","203.88","South","114","-497.64"
"143","4675","5","1641506400","Male","Cameras","Sony","2016","2","2","38","214.95","West","76","-353.9"
"144","3490","2","1641510000","Female","Security","Archos","2015","12","1","406","200.23","South","406","205.77"
"145","1542","4","1641513600","Male","Computers","Bose","2018","8","1","481","176.76","South","481","304.24"
"146","2944","2","1641517200","Female","Headphones","Archos","2016","5","1","189","244.45","North","189","-55.45"
"147","2946","1","1641520800","Male","Security","Bose","2015","3","1","96","84.14","West","96","11.86"
"148","1874","2","1641524400","Female","Headphones","Logitech","2017","10","2","338","245.65","North","676","184.7"
"149","3163","5","1641528000","Female","Cameras","Bose","2015","6","4","249","245.1","North","996","15.6"
"150","2407","2","1641531600","Female","Headphones","EINCAR","2015","9","2","184","231.75","South","368","-95.5"
"151","3131","2","1641535200","Female","Security","Sony","2015","1","2","142","119.36","North","284","45.28"
"152","4217","1","1641538800","Female","Headphones","Bose","2017","12","4","35","100.22","East","140","-260.88"
"153","4332","2","1641542400","Male","Wearable Technology","Bose","2017","5","1","76","158.3","South","76","-82.3"
"154","4878","1","1641546000","Male","Computers","Logitech","2017","1","2","359","68.85","South","718","580.3"
"155","3231","1","1641549600","Male","Cameras","Sony","2018","12","3","192","127.57","West","576","193.29"
"156","1190","2","1641553200","Male","Wearable Technology","Logitech","2018","4","1","397","193.52","North","397","203.48"
"157","1877","3","1641556800","Male","Computers","EINCAR","2016","9","2","416","66.57","West","832","698.86"
"158","2492","1","1641560400","Female","Computers","Bose","2015","6","4","201","35.27","East","804","662.92"
"159","3193","4","1641564000","Male","Headphones","EINCAR","2018","10","2","39","114.85","West","78","-151.7"
"160","3591","3","1641567600","Female","Computers","Archos","2017","1","2","480","219.19","North","960","521.62"
"161","4979","5","1641571200","Female","Headphones","Logitech","2017","6","1","343","155.67","North","343","187.33"
"162","4504","2","1641574800","Male","Security","Sony","2016","5","4","342","154.33","West","1368","750.68"
"163","3331","3","1641578400","Male","Headphones","EINCAR","2016","2","3","479","34.99","East","1437","1332.03"
"164","2821","4","1641582000","Female","Headphones","Logitech","2015","2","1","210","60.24","East","210","149.76"
"165","4278","5","1641585600","Male","Cameras","Sony","2017","7","2","392","230.52","North","784","322.96"
"166","3423","2","1641589200","Female","Cameras","Logitech","2016","12","4","295","69.45","North","1180","902.2"
"167","1457","3","1641592800","Female","Computers","EINCAR","2017","11","4","401","20.48","West","1604","1522.08"
"168","1096","3","1641596400","Male","Headphones","Logitech","2016","6","2","202","117.67","West","404","168.66"
"169","2091","4","1641600000","Male","Computers","EINCAR","2018","6","3","496","170.55","East","1488","976.35"
"170","1661","1","1641603600","Male","Security","Sony","2017","3","3","76","91.23","North","228","-45.69"
"171","2985","5","1641607200","Female","Cameras","Sony","2017","7","3","434","182.9","East","1302","753.3"
"172","1472","2","1641610800","Female","Computers","Bose","2017","6","2","200","196.33","South","400","7.34"
"173","3358","5","1641614400","Male","Wearable Technology","EINCAR","2018","4","1","250","125.68","South","250","124.32"
"174","1949","2","1641618000","Male","Wearable Technology","Sony","2016","8","2","192","15.04","West","384","353.92"
"175","1616","3","1641621600","Female","Wearable Technology","EINCAR","2015","1","3","446","72.4","South","1338","1120.8"
"176","2182","4","1641625200","Female","Security","Sony","2017","8","2","117","67.62","East","234","98.76"
"177","2476","2","1641628800","Male","Headphones","Bose","2018","7","1","168","188.21","East","168","-20.21"
"178","1117","3","1641632400","Male","Wearable Technology","Archos","2017","9","3","493","38.27","North","1479","1364.19"
"179","3330","3","1641636000","Male","Headphones","EINCAR","2015","4","1","175","131.51","North","175","43.49"
"180","1793","2","1641639600","Female","Wearable Technology","Logitech","2018","2","2","303","221.31","South","606","163.38"
"181","4922","2","1641643200","Female","Computers","EINCAR","2016","1","1","391","145.27","East","391","245.73"
"182","2247","3","1641646800","Female","Headphones","Archos","2016","4","2","213","74","East","426","278"
"183","3811","1","1641650400","Male","Computers","Bose","2016","11","3","81","181.27","North","243","-300.81"
"184","2082","5","1641654000","Male","Cameras","Sony","2016","1","2","436","236","East","872","400"
"185","4551","2","1641657600","Female","Headphones","EINCAR","2016","6","3","104","135.62","East","312","-94.86"
"186","3921","2","1641661200","Female","Computers","Archos","2017","11","1","339","179.3","East","339","159.7"
"187","3084","3","1641664800","Male","Wearable Technology","EINCAR","2015","9","4","267","205.67","West","1068","245.32"
"188","3576","2","1641668400","Female","Cameras","Bose","2017","11","4","258","227.92","West","1032","120.32"
"189","3755","4","1641672000","Female","Computers","Bose","2016","2","2","258","196.49","South","516","123.02"
"190","3939","1","1641675600","Male","Wearable Technology","Bose","2015","7","4","196","222.54","West","784","-106.16"
"191","2069","3","1641679200","Female","Security","Sony","2015","10","3","88","174.37","West","264","-259.11"
"192","4243","2","1641682800","Female","Headphones","Sony","2017","12","2","256","78.71","East","512","354.58"
"193","1862","1","1641686400","Female","Cameras","Logitech","2017","10","4","280","130.58","East","1120","597.68"
"194","1908","3","1641690000","Male","Headphones","EINCAR","2017","7","2","24","77.86","West","48","-107.72"
"195","1225","2","1641693600","Male","Cameras","Archos","2016","5","2","401","66.17","North","802","669.66"
"196","3478","4","1641697200","Female","Security","Sony","2018","8","4","33","30.17","South","132","11.32"
"197","1139","1","1641700800","Female","Security","Logitech","2015","8","3","416","150.27","East","1248","797.19"
"198","2285","3","1641704400","Female","Cameras","Logitech","2017","5","3","337","35.72","North","1011","903.84"
"199","3263","2","1641708000","Male","Headphones","Logitech","2016","4","2","51","243.51","East","102","-385.02"
"200","1395","1","1641711600","Female","Wearable Technology","Bose","2015","10","2","232","32.48","South","464","399.04"
"201","2751","1","1641715200","Male","Headphones","Logitech","2016","5","1","374","102.43","North","374","271.57"
"202","3413","4","1641718800","Male","Cameras","Logitech","2015","4","1","210","14.82","South","210","195.18"
"203","2233","2","1641722400","Female","Security","Archos","2015","2","4","376","246.88","East","1504","516.48"
"204","2838","2","1641726000","Female","Cameras","EINCAR","2017","6","1","164","239.76","North","164","-75.76"
"205","4915","4","1641729600","Female","Headphones","Sony","2016","10","3","92","75.83","South","276","48.51"
"206","3525","2","1641733200","Male","Security","Bose","2018","2","2","451","153.7","East","902","594.6"
"207","2483","1","1641736800","Male","Security","EINCAR","2018","4","3","250","16.23","West","750","701.31"
"208","4783","5","1641740400","Male","Wearable Technology","Archos","2018","7","4","349","167.71","East","1396","725.16"
"209","1011","3","1641744000","Female","Security","Archos","2017","8","1","403","99.36","East","403","303.64"
"210","1492","1","1641747600","Male","Computers","Logitech","2016","11","2","207","148.32","North","414","117.36"
"211","2090","3","1641751200","Male","Security","Bose","2018","4","4","47","175.28","South","188","-513.12"
"212","2228","5","1641754800","Female","Computers","Logitech","2015","6","3","204","18.15","South","612","557.55"
"213","1355","4","1641758400","Female","Cameras","Bose","2018","7","3","359","125.37","East","1077","700.89"
"214","4974","1","1641762000","Male","Security","Archos","2015","9","1","348","202.1","East","348","145.9"
"215","4073","3","1641765600","Male","Headphones","Logitech","2015","9","4","358","216.18","North","1432","567.28"
"216","4592","2","1641769200","Male","Security","EINCAR","2016","3","2","142","50.98","East","284","182.04"
"217","1433","2","1641772800","Male","Computers","Archos","2016","3","4","401","162.59","North","1604","953.64"
"218","2680","1","1641776400","Male","Computers","Archos","2018","11","3","310","145.01","West","930","494.97"
"219","4914","5","1641780000","Male","Wearable Technology","Archos","2015","11","3","149","150.06","West","447","-3.18"
"220","2623","1","1641783600","Female","Security","Bose","2018","10","3","328","85.4","East","984","727.8"
"221","2758","3","1641787200","Male","Wearable Technology","EINCAR","2016","5","3","310","185.09","West","930","374.73"
"222","3311","1","1641790800","Female","Wearable Technology","Bose","2018","12","1","428","75.91","East","428","352.09"
"223","3106","2","1641794400","Male","Wearable Technology","Logitech","2017","7","3","329","160.43","South","987","505.71"
"224","2048","1","1641798000","Male","Cameras","Bose","2016","4","4","234","195.41","South","936","154.36"
"225","2271","2","1641801600","Female","Headphones","Archos","2018","9","2","424","146.7","South","848","554.6"
"226","1980","5","1641805200","Female","Computers","Bose","2016","2","4","29","202.1","North","116","-692.4"
"227","2606","1","1641808800","Female","Headphones","Logitech","2015","6","3","286","123.01","North","858","488.97"
"228","4343","2","1641812400","Male","Wearable Technology","Logitech","2016","5","3","249","116.58","West","747","397.26"
"229","4005","2","1641816000","Female","Security","Logitech","2017","1","4","331","199.29","East","1324","526.84"
"230","2077","1","1641819600","Male","Cameras","Archos","2016","7","1","39","131.67","South","39","-92.67"
"231","1604","4","1641823200","Male","Computers","Sony","2016","6","2","353","200.57","North","706","304.86"
"232","1303","4","1641826800","Male","Computers","EINCAR","2017","8","4","466","243.98","South","1864","888.08"
"233","4468","1","1641830400","Male","Wearable Technology","Bose","2016","1","4","286","238.63","West","1144","189.48"
"234","1528","4","1641834000","Male","Headphones","EINCAR","2018","8","3","443","22.74","East","1329","1260.78"
"235","4859","3","1641837600","Female","Cameras","Archos","2015","8","1","243","116.6","West","243","126.4"
"236","3503","5","1641841200","Female","Computers","EINCAR","2018","11","3","212","185.91","West","636","78.27"
"237","1763","3","1641844800","Female","Cameras","Bose","2016","5","1","355","207.91","West","355","147.09"
"238","1185","3","1641848400","Female","Cameras","Bose","2017","2","1","447","169.76","East","447","277.24"
"239","4658","5","1641852000","Male","Cameras","Sony","2015","12","3","277","195.02","South","831","245.94"
"240","1740","1","1641855600","Male","Computers","EINCAR","2017","1","3","104","64.17","South","312","119.49"
"241","3596","1","1641859200","Male","Wearable Technology","EINCAR","2015","1","4","228","28.41","West","912","798.36"
"242","2652","2","1641862800","Male","Computers","EINCAR","2017","7","2","302","17.67","East","604","568.66"
"243","1049","4","1641866400","Male","Security","Archos","2018","5","2","262","49.9","North","524","424.2"
"244","2445","5","1641870000","Male","Wearable Technology","Logitech","2015","1","2","334","38.7","North","668","590.6"
"245","2126","5","1641873600","Female","Cameras","Logitech","2017","6","4","141","42.59","North","564","393.64"
"246","4778","1","1641877200","Female","Wearable Technology","Bose","2017","2","4","467","159.45","East","1868","1230.2"
"247","4036","2","1641880800","Female","Wearable Technology","Sony","2016","9","1","237","140.42","West","237","96.58"
"248","4986","3","1641884400","Female","Headphones","Archos","2017","1","1","458","59.01","North","458","398.99"
"249","2516","3","1641888000","Female","Computers","Bose","2018","6","4","81","91.58","South","324","-42.32"
"250","3329","2","1641891600","Female","Computers","EINCAR","2017","12","4","481","87.28","East","1924","1574.88"
"251","4667","3","1641895200","Male","Computers","Archos","2017","11","3","260","131.52","East","780","385.44"
"252","2019","3","1641898800","Male","Cameras","Bose","2015","7","4","159","215.43","East","636","-225.72"
"253","1762","1","1641902400","Male","Headphones","Logitech","2017","6","3","460","160.03","North","1380","899.91"
"254","2284","4","1641906000","Male","Wearable Technology","Logitech","2016","11","2","160","216.95","West","320","-113.9"
"255","3861","3","1641909600","Male","Computers","Sony","2016","9","3","456","136.84","West","1368","957.48"
"256","4624","3","1641913200","Male","Security","EINCAR","2016","6","4","300","33.54","East","1200","1065.84"
"257","3619","1","1641916800","Male","Computers","EINCAR","2016","3","3","308","79.03","West","924","686.91"
"258","1650","5","1641920400","Male","Security","Logitech","2018","12","4","218","107.07","West","872","443.72"
"259","1001","1","1641924000","Female","Headphones","Bose","2015","1","3","358","224.25","South","1074","401.25"
"260","3158","3","1641927600","Female","Cameras","Sony","2017","11","4","163","237.96","West","652","-299.84"
"261","2706","5","1641931200","Male","Security","Bose","2015","9","1","491","58.56","West","491","432.44"
"262","2143","2","1641934800","Male","Security","Sony","2015","12","3","456","219.51","North","1368","709.47"
"263","3121","5","1641938400","Female","Security","EINCAR","2017","12","3","378","94.31","North","1134","851.07"
"264","2585","1","1641942000","Female","Security","Bose","2017","10","3","216","90.39","South","648","376.83"
"265","1615","3","1641945600","Female","Headphones","EINCAR","2015","9","1","170","37.61","South","170","132.39"
"266","1974","5","1641949200","Male","Wearable Technology","Sony","2015","1","1","238","51.83","East","238","186.17"
"267","2815","3","1641952800","Male","Wearable Technology","Logitech","2016","6","4","382","10.28","North","1528","1486.88"
"268","2024","5","1641956400","Male","Computers","Logitech","2017","3","2","315","225.2","South","630","179.6"
"269","4896","1","1641960000","Female","Computers","EINCAR","2017","7","2","237","171.74","East","474","130.52"
"270","4696","1","1641963600","Male","Security","Bose","2017","5","1","496","71.03","West","496","424.97"
"271","4724","2","1641967200","Female","Security","Logitech","2015","12","3","92","144.43","East","276","-157.29"
"272","3188","4","1641970800","Female","Headphones","Archos","2016","3","3","115","180.18","East","345","-195.54"
"273","1328","5","1641974400","Female","Headphones","Sony","2016","11","1","371","120.71","East","371","250.29"
"274","4019","5","1641978000","Female","Cameras","EINCAR","2018","10","2","82","150.38","South","164","-136.76"
"275","3019","1","1641981600","Female","Cameras","Logitech","2015","2","3","200","180.28","East","600","59.16"
"276","3652","3","1641985200","Male","Security","Sony","2016","6","4","411","104.33","East","1644","1226.68"
"277","4653","4","1641988800","Male","Cameras","Logitech","2015","5","2","490","97.05","East","980","785.9"
"278","4216","1","1641992400","Male","Wearable Technology","Sony","2017","2","2","100","95.92","West","200","8.16"
"279","4866","2","1641996000","Female","Cameras","Archos","2015","9","3","462","241.74","North","1386","660.78"
"280","4540","1","1641999600","Male","Security","EINCAR","2018","5","3","499","95.56","West","1497","1210.32"
"281","2224","2","1642003200","Male","Wearable Technology","Bose","2015","6","3","120","228.33","South","360","-324.99"
"282","3953","3","1642006800","Female","Cameras","EINCAR","2017","4","4","199","72.59","South","796","505.64"
"283","3815","2","1642010400","Male","Wearable Technology","Bose","2018","9","3","41","67.94","North","123","-80.82"
"284","1725","2","1642014000","Male","Headphones","Archos","2017","5","2","472","33.73","West","944","876.54"
"285","2348","1","1642017600","Female","Cameras","Sony","2016","7","3","351","14.75","East","1053","1008.75"
"286","4832","4","1642021200","Female","Wearable Technology","Logitech","2016","10","2","472","91.21","North","944","761.58"
"287","4769","5","1642024800","Male","Wearable Technology","Sony","2017","12","3","41","205.85","North","123","-494.55"
"288","1790","2","1642028400","Female","Computers","Sony","2015","11","1","28","178.34","South","28","-150.34"
"289","3581","2","1642032000","Female","Computers","Archos","2017","9","4","203","166.45","East","812","146.2"
